issue,number,result,timestamp,fetch_time_utc
20250806100010920,4,Small,,
20250806100010921,8,Big,,
20250806100010922,9,Big,,
20250806100010923,6,Big,,
20250806100010924,1,Small,,
20250806100010925,4,Small,,
20250806100010926,5,Big,,
20250806100010927,8,Big,,
20250806100010928,7,Big,,
20250806100010929,9,Big,,
20250806100010930,2,Small,,
20250806100010931,7,Big,,
20250806100010932,7,Big,,
20250806100010933,2,Small,,
20250806100010934,1,Small,,
20250806100010935,6,Big,,
20250806100010936,3,Small,,
20250806100010937,9,Big,,
20250806100010938,3,Small,,
20250806100010939,3,Small,,
20250806100010940,0,Small,,
20250806100010941,1,Small,,
20250806100010942,6,Big,,
20250806100010943,2,Small,,
20250806100010944,4,Small,,
20250806100010945,0,Small,,
20250806100010946,4,Small,,
20250806100010947,0,Small,,
20250806100010948,5,Big,,
20250806100010949,2,Small,,
20250806100010950,0,Small,,
20250806100010951,2,Small,,
20250806100010952,4,Small,,
20250806100010953,1,Small,,
20250806100010954,4,Small,,
20250806100010955,9,Big,,
20250806100010956,8,Big,,
20250806100010957,2,Small,,
20250806100010958,4,Small,,
20250806100010959,4,Small,,
20250806100010960,3,Small,,
20250806100010961,9,Big,,
20250806100010962,4,Small,,
20250806100010963,6,Big,,
20250806100010964,8,Big,,
20250806100010965,7,Big,,
20250806100010966,1,Small,,
20250806100010967,5,Big,,
20250806100010968,7,Big,,
20250806100010969,7,Big,,
20250806100010970,0,Small,,
20250806100010971,9,Big,,
20250806100010972,3,Small,,
20250806100010973,5,Big,,
20250806100010974,7,Big,,
20250806100010975,6,Big,,
20250806100010976,4,Small,,
20250806100010977,1,Small,,
20250806100010978,0,Small,,
20250806100010979,6,Big,,
20250806100010980,3,Small,,
20250806100010981,9,Big,,
20250806100010982,5,Big,,
20250806100010983,9,Big,,
20250806100010984,6,Big,,
20250806100010985,9,Big,,
20250806100010986,9,Big,,
20250806100010987,3,Small,,
20250806100010988,3,Small,,
20250806100010989,2,Small,,
20250806100010990,3,Small,,
20250806100010991,3,Small,,
20250806100010992,8,Big,,
20250806100010993,7,Big,,
20250806100010994,1,Small,,
20250806100010995,8,Big,,
20250806100010996,5,Big,,
20250806100010997,4,Small,,
20250806100010998,6,Big,,
20250806100010999,0,Small,,
20250806100011000,3,Small,,
20250806100011001,4,Small,,
20250806100011002,4,Small,,
20250806100011003,7,Big,,
20250806100011004,5,Big,,
20250806100011005,5,Big,,
20250806100011006,7,Big,,
20250806100011007,1,Small,,
20250806100011008,3,Small,,
20250806100011009,3,Small,,
20250806100011010,5,Big,,
20250806100011011,7,Big,,
20250806100011012,5,Big,,
20250806100011013,2,Small,,
20250806100011014,7,Big,,
20250806100011015,8,Big,,
20250806100011016,9,Big,,
20250806100011017,5,Big,,
20250806100011018,2,Small,,
20250806100011019,7,Big,,
20250806100011020,0,Small,,
20250806100011021,2,Small,,
20250806100011022,9,Big,,
20250806100011023,6,Big,,
20250806100011024,8,Big,,
20250806100011025,7,Big,,
20250806100011026,9,Big,,
20250806100011027,1,Small,,
20250806100011028,5,Big,,
20250806100011029,1,Small,,
20250806100011030,8,Big,,
20250806100011031,7,Big,,
20250806100011032,9,Big,,
20250806100011033,0,Small,,
20250806100011034,0,Small,,
20250806100011035,6,Big,,
20250806100011036,1,Small,,
20250806100011037,0,Small,,
20250806100011038,2,Small,,
20250806100011039,0,Small,,
20250806100011040,7,Big,,
20250806100011041,2,Small,,
20250806100011042,3,Small,,
20250806100011043,7,Big,,
20250806100011044,6,Big,,
20250806100011045,6,Big,,
20250806100011046,6,Big,,
20250806100011047,4,Small,,
20250806100011048,0,Small,,
20250806100011049,2,Small,,
20250806100011050,5,Big,,
20250806100011051,9,Big,,
20250806100011052,9,Big,,
20250806100011053,6,Big,,
20250806100011054,7,Big,,
20250806100011055,4,Small,,
20250806100011056,2,Small,,
20250806100011057,6,Big,,
20250806100011058,4,Small,,
20250806100011059,5,Big,,
20250806100011060,0,Small,,
20250806100011061,0,Small,,
20250806100011062,4,Small,,
20250806100011063,5,Big,,
20250806100011064,2,Small,,
20250806100011065,6,Big,,
20250806100011066,8,Big,,
20250806100011067,7,Big,,
20250806100011068,7,Big,,
20250806100011069,5,Big,,
20250806100011070,9,Big,,
20250806100011071,7,Big,,
20250806100011072,2,Small,,
20250806100011073,8,Big,,
20250806100011074,8,Big,,
20250806100011075,9,Big,,
20250806100011076,0,Small,,
20250806100011077,7,Big,,
20250806100011078,8,Big,,
20250806100011079,6,Big,,
20250806100011080,6,Big,,
20250806100011081,6,Big,,
20250806100011082,5,Big,,
20250806100011083,1,Small,,
20250806100011084,6,Big,,
20250806100011085,5,Big,,
20250806100011086,1,Small,,
20250806100011087,5,Big,,
20250806100011088,0,Small,,
20250806100011089,8,Big,,
20250806100011090,4,Small,,
20250806100011091,3,Small,,
20250806100011092,7,Big,,
20250806100011093,2,Small,,
20250806100011094,8,Big,,
20250806100011095,8,Big,,
20250806100011096,7,Big,,
20250806100011097,0,Small,,
20250806100011098,6,Big,,
20250806100011099,7,Big,,
20250806100011100,6,Big,,
20250806100011101,0,Small,,
20250806100011102,3,Small,,
20250806100011103,9,Big,,
20250806100011104,9,Big,,
20250806100011105,1,Small,,
20250806100011106,1,Small,,
20250806100011107,8,Big,,
20250806100011108,6,Big,,
20250806100011109,1,Small,,
20250806100011110,0,Small,,
20250806100011111,6,Big,,
20250806100011112,6,Big,,
20250806100011113,2,Small,,
20250806100011114,8,Big,,
20250806100011115,3,Small,,
20250806100011116,0,Small,,
20250806100011117,1,Small,,
20250806100011118,7,Big,,
20250806100011119,8,Big,,
20250806100011120,2,Small,,
20250806100011121,5,Big,,
20250806100011122,7,Big,,
20250806100011123,2,Small,,
20250806100011124,2,Small,,
20250806100011125,9,Big,,
20250806100011126,7,Big,,
20250806100011127,2,Small,,
20250806100011128,3,Small,,
20250806100011129,7,Big,,
20250806100011130,6,Big,,
20250806100011131,5,Big,,
20250806100011132,4,Small,,
20250806100011133,6,Big,,
20250806100011134,4,Small,,
20250806100011135,0,Small,,
20250806100011136,9,Big,,
20250806100011137,2,Small,,
20250806100011138,0,Small,,
20250806100011139,1,Small,,
20250806100011140,1,Small,,
20250806100011141,0,Small,,
20250806100011142,5,Big,,
20250806100011143,5,Big,,
20250806100011144,0,Small,,
20250806100011145,2,Small,,
20250806100011146,1,Small,,
20250806100011147,3,Small,,
20250806100011148,2,Small,,
20250806100011149,5,Big,,
20250806100011150,2,Small,,
20250806100011151,6,Big,,
20250806100011152,3,Small,,
20250806100011153,6,Big,,
20250806100011154,9,Big,,
20250806100011155,9,Big,,
20250806100011156,7,Big,,
20250806100011157,2,Small,,
20250806100011158,6,Big,,
20250806100011159,4,Small,,
20250806100011160,1,Small,,
20250806100011161,0,Small,,
20250806100011162,1,Small,,
20250806100011163,9,Big,,
20250806100011164,8,Big,,
20250806100011165,3,Small,,
20250806100011166,1,Small,,
20250806100011167,7,Big,,
20250806100011168,8,Big,,
20250806100011169,5,Big,,
20250806100011170,9,Big,,
20250806100011171,9,Big,,
20250806100011172,4,Small,,
20250806100011173,8,Big,,
20250806100011174,8,Big,,
20250806100011175,7,Big,,
20250806100011176,0,Small,,
20250806100011177,2,Small,,
20250806100011178,1,Small,,
20250806100011179,1,Small,,
20250806100011180,7,Big,,
20250806100011181,1,Small,,
20250806100011182,7,Big,,
20250806100011183,3,Small,,
20250806100011184,9,Big,,
20250806100011185,5,Big,,
20250806100011186,9,Big,,
20250806100011187,8,Big,,
20250806100011188,5,Big,,
20250806100011189,5,Big,,
20250806100011190,6,Big,,
20250806100011191,3,Small,,
20250806100011192,0,Small,,
20250806100011193,2,Small,,
20250806100011194,4,Small,,
20250806100011195,0,Small,,
20250806100011196,0,Small,,
20250806100011197,2,Small,,
20250806100011198,3,Small,,
20250806100011199,6,Big,,
20250806100011200,0,Small,,
20250806100011201,0,Small,,
20250806100011202,3,Small,,
20250806100011203,8,Big,,
20250806100011204,7,Big,,
20250806100011205,4,Small,,
20250806100011206,2,Small,,
20250806100011207,1,Small,,
20250806100011208,7,Big,,
20250806100011209,7,Big,,
20250806100011210,2,Small,,
20250806100011211,5,Big,,
20250806100011212,8,Big,,
20250806100011213,2,Small,,
20250806100011214,0,Small,,
20250806100011215,6,Big,,
20250806100011216,1,Small,,
20250806100011217,0,Small,,
20250806100011218,5,Big,,
20250806100011219,3,Small,,
20250806100011220,0,Small,,
20250806100011221,7,Big,,
20250806100011222,0,Small,,
20250806100011223,6,Big,,
20250806100011224,0,Small,,
20250806100011225,7,Big,,
20250806100011226,1,Small,,
20250806100011227,3,Small,,
20250806100011228,9,Big,,
20250806100011229,1,Small,,
20250806100011230,6,Big,,
20250806100011231,3,Small,,
20250806100011232,4,Small,,
20250806100011233,6,Big,,
20250806100011234,3,Small,,
20250806100011235,5,Big,,
20250806100011236,7,Big,,
20250806100011237,4,Small,,
20250806100011238,1,Small,,
20250806100011239,5,Big,,
20250806100011240,3,Small,,
20250806100011241,8,Big,,
20250806100011242,9,Big,,
20250806100011243,5,Big,,
20250806100011244,5,Big,,
20250806100011245,9,Big,,
20250806100011246,5,Big,,
20250806100011247,8,Big,,
20250806100011248,0,Small,,
20250806100011249,2,Small,,
20250806100011250,4,Small,,
20250806100011251,6,Big,,
20250806100011252,9,Big,,
20250806100011253,3,Small,,
20250806100011254,0,Small,,
20250806100011255,4,Small,,
20250806100011256,2,Small,,
20250806100011257,5,Big,,
20250806100011258,3,Small,,
20250806100011259,4,Small,,
20250806100011260,4,Small,,
20250806100011261,8,Big,,
20250806100011262,5,Big,,
20250806100011263,1,Small,,
20250806100011264,3,Small,,
20250806100011265,7,Big,,
20250806100011266,3,Small,,
20250806100011267,5,Big,,
20250806100011268,5,Big,,
20250806100011269,6,Big,,
20250806100011270,6,Big,,
20250806100011271,9,Big,,
20250806100011272,6,Big,,
20250806100011273,2,Small,,
20250806100011274,2,Small,,
20250806100011275,0,Small,,
20250806100011276,5,Big,,
20250806100011277,5,Big,,
20250806100011278,8,Big,,
20250806100011279,7,Big,,
20250806100011280,7,Big,,
20250806100011281,9,Big,,
20250806100011282,6,Big,,
20250806100011283,9,Big,,
20250806100011284,6,Big,,
20250806100011285,0,Small,,
20250806100011286,3,Small,,
20250806100011287,7,Big,,
20250806100011288,3,Small,,
20250806100011289,5,Big,,
20250806100011290,0,Small,,
20250806100011291,4,Small,,
20250806100011292,5,Big,,
20250806100011293,8,Big,,
20250806100011294,5,Big,,
20250806100011295,6,Big,,
20250806100011296,0,Small,,
20250806100011297,3,Small,,
20250806100011298,3,Small,,
20250806100011299,0,Small,,
20250806100011300,9,Big,,
20250806100011301,3,Small,,
20250806100011302,9,Big,,
20250806100011303,6,Big,,
20250806100011304,0,Small,,
20250806100011305,8,Big,,
20250806100011306,4,Small,,
20250806100011307,7,Big,,
20250806100011308,8,Big,,
20250806100011309,3,Small,,
20250806100011310,2,Small,,
20250806100011311,4,Small,,
20250806100011312,8,Big,,
20250806100011313,6,Big,,
20250806100011314,9,Big,,
20250806100011315,7,Big,,
20250806100011316,1,Small,,
20250806100011317,4,Small,,
20250806100011318,7,Big,,
20250806100011319,7,Big,,
20250806100011320,0,Small,,
20250806100011321,3,Small,,
20250806100011322,7,Big,,
20250806100011323,5,Big,,
20250806100011324,7,Big,,
20250806100011325,5,Big,,
20250806100011326,8,Big,,
20250806100011327,8,Big,,
20250806100011328,7,Big,,
20250806100011329,3,Small,,
20250806100011330,4,Small,,
20250806100011331,3,Small,,
20250806100011332,9,Big,,
20250806100011333,4,Small,,
20250806100011334,0,Small,,
20250806100011335,7,Big,,
20250806100011336,0,Small,,
20250806100011337,6,Big,,
20250806100011338,6,Big,,
20250806100011339,0,Small,,
20250806100011340,7,Big,,
20250806100011341,4,Small,,
20250806100011342,6,Big,,
20250806100011343,7,Big,,
20250806100011344,3,Small,,
20250806100011345,9,Big,,
20250806100011346,6,Big,,
20250806100011347,0,Small,,
20250806100011348,5,Big,,
20250806100011349,0,Small,,
20250806100011350,5,Big,,
20250806100011351,4,Small,,
20250806100011352,6,Big,,
20250806100011353,4,Small,,
20250806100011354,0,Small,,
20250806100011355,8,Big,,
20250806100011356,2,Small,,
20250806100011357,5,Big,,
20250806100011358,7,Big,,
20250806100011359,1,Small,,
20250806100011360,2,Small,,
20250806100011361,2,Small,,
20250806100011362,2,Small,,
20250806100011363,6,Big,,
20250806100011364,8,Big,,
20250806100011365,6,Big,,
20250806100011366,3,Small,,
20250806100011367,4,Small,,
20250806100011368,1,Small,,
20250806100011369,7,Big,,
20250806100011370,3,Small,,
20250806100011371,8,Big,,
20250806100011372,4,Small,,
20250806100011373,0,Small,,
20250806100011374,3,Small,,
20250806100011375,1,Small,,
20250806100011376,0,Small,,
20250806100011377,8,Big,,
20250806100011378,9,Big,,
20250806100011379,6,Big,,
20250806100011380,2,Small,,
20250806100011381,4,Small,,
20250806100011382,0,Small,,
20250806100011383,8,Big,,
20250806100011384,4,Small,,
20250806100011385,8,Big,,
20250806100011386,2,Small,,
20250806100011387,1,Small,,
20250806100011388,7,Big,,
20250806100011389,9,Big,,
20250806100011390,5,Big,,
20250806100011391,6,Big,,
20250806100011392,1,Small,,
20250806100011393,3,Small,,
20250806100011394,9,Big,,
20250806100011395,0,Small,,
20250806100011396,1,Small,,
20250806100011397,5,Big,,
20250806100011398,3,Small,,
20250806100011399,2,Small,,
20250806100011400,8,Big,,
20250806100011401,0,Small,,
20250806100011402,5,Big,,
20250806100011403,0,Small,,
20250806100011404,2,Small,,
20250806100011405,6,Big,,
20250806100011406,9,Big,,
20250806100011407,7,Big,,
20250806100011408,5,Big,,
20250806100011409,6,Big,,
20250806100011410,6,Big,,
20250806100011411,3,Small,,
20250806100011412,8,Big,,
20250806100011413,4,Small,,
20250806100011414,6,Big,,
20250806100011415,6,Big,,
20250806100011416,6,Big,,
20250806100011417,3,Small,,
20250806100011418,1,Small,,
20250806100011419,9,Big,,
20250806100011420,5,Big,,
20250806100011421,7,Big,,
20250806100011422,8,Big,,
20250806100011423,7,Big,,
20250806100011424,0,Small,,
20250806100011425,1,Small,,
20250806100011426,5,Big,,
20250806100011427,2,Small,,
20250806100011428,6,Big,,
20250806100011429,3,Small,,
20250806100011430,0,Small,,
20250806100011431,1,Small,,
20250806100011432,0,Small,,
20250806100011433,3,Small,,
20250806100011434,6,Big,,
20250806100011435,0,Small,,
20250806100011436,3,Small,,
20250806100011437,9,Big,,
20250806100011438,4,Small,,
20250806100011439,1,Small,,
20250806100011440,4,Small,,
20250807100010001,4,Small,,
20250807100010002,5,Big,,
20250807100010003,4,Small,,
20250807100010004,0,Small,,
20250807100010005,8,Big,,
20250807100010006,1,Small,,
20250807100010007,6,Big,,
20250807100010008,2,Small,,
20250807100010009,7,Big,,
20250807100010010,4,Small,,
20250807100010011,0,Small,,
20250807100010012,1,Small,,
20250807100010013,0,Small,,
20250807100010014,0,Small,,
20250807100010015,9,Big,,
20250807100010016,1,Small,,
20250807100010017,0,Small,,
20250807100010018,4,Small,,
20250807100010019,5,Big,,
20250807100010020,8,Big,,
20250807100010021,3,Small,,
20250807100010022,6,Big,,
20250807100010023,8,Big,,
20250807100010024,3,Small,,
20250807100010025,9,Big,,
20250807100010026,2,Small,,
20250807100010027,2,Small,,
20250807100010028,4,Small,,
20250807100010029,7,Big,,
20250807100010030,9,Big,,
20250807100010031,1,Small,,
20250807100010032,4,Small,,
20250807100010033,9,Big,,
20250807100010034,2,Small,,
20250807100010035,1,Small,,
20250807100010036,5,Big,,
20250807100010037,0,Small,,
20250807100010038,0,Small,,
20250807100010039,0,Small,,
20250807100010040,1,Small,,
20250807100010041,0,Small,,
20250807100010042,9,Big,,
20250807100010043,7,Big,,
20250807100010044,8,Big,,
20250807100010045,8,Big,,
20250807100010046,1,Small,,
20250807100010047,8,Big,,
20250807100010048,9,Big,,
20250807100010049,1,Small,,
20250807100010050,2,Small,,
20250807100010051,1,Small,,
20250807100010052,1,Small,,
20250807100010053,0,Small,,
20250807100010054,6,Big,,
20250807100010055,5,Big,,
20250807100010056,1,Small,,
20250807100010057,7,Big,,
20250807100010058,6,Big,,
20250807100010059,7,Big,,
20250807100010060,6,Big,,
20250807100010061,5,Big,,
20250807100010062,6,Big,,
20250807100010063,5,Big,,
20250807100010064,5,Big,,
20250807100010065,7,Big,,
20250807100010066,5,Big,,
20250807100010067,4,Small,,
20250807100010068,3,Small,,
20250807100010069,1,Small,,
20250807100010070,5,Big,,
20250807100010071,7,Big,,
20250807100010072,8,Big,,
20250807100010073,2,Small,,
20250807100010074,7,Big,,
20250807100010075,7,Big,,
20250807100010076,1,Small,,
20250807100010077,1,Small,,
20250807100010078,1,Small,,
20250807100010079,6,Big,,
20250807100010080,0,Small,,
20250807100010081,0,Small,,
20250807100010082,0,Small,,
20250807100010083,3,Small,,
20250807100010084,6,Big,,
20250807100010085,7,Big,,
20250807100010086,9,Big,,
20250807100010087,9,Big,,
20250807100010088,9,Big,,
20250807100010089,3,Small,,
